iteration=1
( W, 2, 1, R, 0):NONE=[0.000]
( W, 2, 1, D, 0):NONE=[0.000]
( C, 0, 2, R, 0):NONE=[0.000]
( C, 0, 2, D, 0):NONE=[0.000]
( N, 0, 2, R, 0):NONE=[0.000]
( N, 0, 2, D, 0):NONE=[0.000]
( E, 0, 2, R, 0):NONE=[0.000]
( E, 0, 2, D, 0):NONE=[0.000]
( S, 0, 2, R, 0):NONE=[0.000]
( S, 0, 2, D, 0):NONE=[0.000]
( W, 0, 2, R, 0):NONE=[0.000]
( W, 0, 2, D, 0):NONE=[0.000]
( C, 1, 2, R, 0):NONE=[0.000]
( C, 1, 2, D, 0):NONE=[0.000]
( N, 1, 2, R, 0):NONE=[0.000]
( N, 1, 2, D, 0):NONE=[0.000]
( E, 1, 2, R, 0):NONE=[0.000]
( E, 1, 2, D, 0):NONE=[0.000]
( S, 1, 2, R, 0):NONE=[0.000]
( S, 1, 2, D, 0):NONE=[0.000]
( W, 1, 2, R, 0):NONE=[0.000]
( W, 1, 2, D, 0):NONE=[0.000]
( C, 2, 2, R, 0):NONE=[0.000]
( C, 2, 2, D, 0):NONE=[0.000]
( N, 2, 2, R, 0):NONE=[0.000]
( N, 2, 2, D, 0):NONE=[0.000]
( E, 2, 2, R, 0):NONE=[0.000]
( E, 2, 2, D, 0):NONE=[0.000]
( S, 2, 2, R, 0):NONE=[0.000]
( S, 2, 2, D, 0):NONE=[0.000]
( W, 2, 2, R, 0):NONE=[0.000]
( W, 2, 2, D, 0):NONE=[0.000]
( C, 0, 3, R, 0):NONE=[0.000]
( C, 0, 3, D, 0):NONE=[0.000]
( N, 0, 3, R, 0):NONE=[0.000]
( N, 0, 3, D, 0):NONE=[0.000]
( E, 0, 3, R, 0):NONE=[0.000]
( E, 0, 3, D, 0):NONE=[0.000]
( S, 0, 3, R, 0):NONE=[0.000]
( S, 0, 3, D, 0):NONE=[0.000]
( W, 0, 3, R, 0):NONE=[0.000]
( W, 0, 3, D, 0):NONE=[0.000]
( C, 1, 3, R, 0):NONE=[0.000]
( C, 1, 3, D, 0):NONE=[0.000]
( N, 1, 3, R, 0):NONE=[0.000]
( N, 1, 3, D, 0):NONE=[0.000]
( E, 1, 3, R, 0):NONE=[0.000]
( E, 1, 3, D, 0):NONE=[0.000]
( S, 1, 3, R, 0):NONE=[0.000]
( S, 1, 3, D, 0):NONE=[0.000]
( W, 1, 3, R, 0):NONE=[0.000]
( W, 1, 3, D, 0):NONE=[0.000]
( C, 2, 3, R, 0):NONE=[0.000]
( C, 2, 3, D, 0):NONE=[0.000]
( N, 2, 3, R, 0):NONE=[0.000]
( N, 2, 3, D, 0):NONE=[0.000]
( E, 2, 3, R, 0):NONE=[0.000]
( E, 2, 3, D, 0):NONE=[0.000]
( S, 2, 3, R, 0):NONE=[0.000]
( S, 2, 3, D, 0):NONE=[0.000]
( W, 2, 3, R, 0):NONE=[0.000]
( W, 2, 3, D, 0):NONE=[0.000]
( C, 0, 0, R, 25):HIT=[-27.500]
( C, 0, 0, D, 25):HIT=[-5.000]
( N, 0, 0, R, 25):STAY=[-10.000]
( N, 0, 0, D, 25):STAY=[-10.000]
( E, 0, 0, R, 25):HIT=[-25.000]
( E, 0, 0, D, 25):HIT=[0.000]
( S, 0, 0, R, 25):GATHER=[-10.000]
( S, 0, 0, D, 25):GATHER=[-10.000]
( W, 0, 0, R, 25):STAY=[-10.000]
( W, 0, 0, D, 25):STAY=[-10.000]
( C, 1, 0, R, 25):HIT=[-27.500]
( C, 1, 0, D, 25):HIT=[-5.000]
( N, 1, 0, R, 25):CRAFT=[-10.000]
( N, 1, 0, D, 25):CRAFT=[-10.000]
( E, 1, 0, R, 25):HIT=[-25.000]
( E, 1, 0, D, 25):HIT=[0.000]
( S, 1, 0, R, 25):GATHER=[-10.000]
( S, 1, 0, D, 25):GATHER=[-10.000]
( W, 1, 0, R, 25):STAY=[-10.000]
( W, 1, 0, D, 25):STAY=[-10.000]
( C, 2, 0, R, 25):HIT=[-27.500]
( C, 2, 0, D, 25):HIT=[-5.000]
( N, 2, 0, R, 25):CRAFT=[-10.000]
( N, 2, 0, D, 25):CRAFT=[-10.000]
( E, 2, 0, R, 25):HIT=[-25.000]
( E, 2, 0, D, 25):HIT=[0.000]
( S, 2, 0, R, 25):GATHER=[-10.000]
( S, 2, 0, D, 25):GATHER=[-10.000]
( W, 2, 0, R, 25):STAY=[-10.000]
( W, 2, 0, D, 25):STAY=[-10.000]
( C, 0, 1, R, 25):SHOOT=[-17.500]
( C, 0, 1, D, 25):SHOOT=[15.000]
( N, 0, 1, R, 25):STAY=[-10.000]
( N, 0, 1, D, 25):STAY=[-10.000]
( E, 0, 1, R, 25):SHOOT=[-7.500]
( E, 0, 1, D, 25):SHOOT=[35.000]
( S, 0, 1, R, 25):GATHER=[-10.000]
( S, 0, 1, D, 25):GATHER=[-10.000]
( W, 0, 1, R, 25):SHOOT=[2.500]
( W, 0, 1, D, 25):SHOOT=[2.500]
( C, 1, 1, R, 25):SHOOT=[-17.500]
( C, 1, 1, D, 25):SHOOT=[15.000]
( N, 1, 1, R, 25):CRAFT=[-10.000]
( N, 1, 1, D, 25):CRAFT=[-10.000]
( E, 1, 1, R, 25):SHOOT=[-7.500]
( E, 1, 1, D, 25):SHOOT=[35.000]
( S, 1, 1, R, 25):GATHER=[-10.000]
( S, 1, 1, D, 25):GATHER=[-10.000]
( W, 1, 1, R, 25):SHOOT=[2.500]
( W, 1, 1, D, 25):SHOOT=[2.500]
( C, 2, 1, R, 25):SHOOT=[-17.500]
( C, 2, 1, D, 25):SHOOT=[15.000]
( N, 2, 1, R, 25):CRAFT=[-10.000]
( N, 2, 1, D, 25):CRAFT=[-10.000]
( E, 2, 1, R, 25):SHOOT=[-7.500]
( E, 2, 1, D, 25):SHOOT=[35.000]
( S, 2, 1, R, 25):GATHER=[-10.000]
( S, 2, 1, D, 25):GATHER=[-10.000]
( W, 2, 1, R, 25):SHOOT=[2.500]
( W, 2, 1, D, 25):SHOOT=[2.500]
( C, 0, 2, R, 25):SHOOT=[-17.500]
( C, 0, 2, D, 25):SHOOT=[15.000]
( N, 0, 2, R, 25):STAY=[-10.000]
( N, 0, 2, D, 25):STAY=[-10.000]
( E, 0, 2, R, 25):SHOOT=[-7.500]
( E, 0, 2, D, 25):SHOOT=[35.000]
( S, 0, 2, R, 25):GATHER=[-10.000]
( S, 0, 2, D, 25):GATHER=[-10.000]
( W, 0, 2, R, 25):SHOOT=[2.500]
( W, 0, 2, D, 25):SHOOT=[2.500]
( C, 1, 2, R, 25):SHOOT=[-17.500]
( C, 1, 2, D, 25):SHOOT=[15.000]
( N, 1, 2, R, 25):CRAFT=[-10.000]
( N, 1, 2, D, 25):CRAFT=[-10.000]
( E, 1, 2, R, 25):SHOOT=[-7.500]
( E, 1, 2, D, 25):SHOOT=[35.000]
( S, 1, 2, R, 25):GATHER=[-10.000]
( S, 1, 2, D, 25):GATHER=[-10.000]
( W, 1, 2, R, 25):SHOOT=[2.500]
( W, 1, 2, D, 25):SHOOT=[2.500]
( C, 2, 2, R, 25):SHOOT=[-17.500]
( C, 2, 2, D, 25):SHOOT=[15.000]
( N, 2, 2, R, 25):CRAFT=[-10.000]
( N, 2, 2, D, 25):CRAFT=[-10.000]
( E, 2, 2, R, 25):SHOOT=[-7.500]
( E, 2, 2, D, 25):SHOOT=[35.000]
( S, 2, 2, R, 25):GATHER=[-10.000]
( S, 2, 2, D, 25):GATHER=[-10.000]
( W, 2, 2, R, 25):SHOOT=[2.500]
( W, 2, 2, D, 25):SHOOT=[2.500]
( C, 0, 3, R, 25):SHOOT=[-17.500]
( C, 0, 3, D, 25):SHOOT=[15.000]
( N, 0, 3, R, 25):STAY=[-10.000]
( N, 0, 3, D, 25):STAY=[-10.000]
( E, 0, 3, R, 25):SHOOT=[-7.500]
( E, 0, 3, D, 25):SHOOT=[35.000]
( S, 0, 3, R, 25):GATHER=[-10.000]
( S, 0, 3, D, 25):GATHER=[-10.000]
( W, 0, 3, R, 25):SHOOT=[2.500]
( W, 0, 3, D, 25):SHOOT=[2.500]
( C, 1, 3, R, 25):SHOOT=[-17.500]
( C, 1, 3, D, 25):SHOOT=[15.000]
( N, 1, 3, R, 25):CRAFT=[-10.000]
( N, 1, 3, D, 25):CRAFT=[-10.000]
( E, 1, 3, R, 25):SHOOT=[-7.500]
( E, 1, 3, D, 25):SHOOT=[35.000]
( S, 1, 3, R, 25):GATHER=[-10.000]
( S, 1, 3, D, 25):GATHER=[-10.000]
( W, 1, 3, R, 25):SHOOT=[2.500]
( W, 1, 3, D, 25):SHOOT=[2.500]
( C, 2, 3, R, 25):SHOOT=[-17.500]
( C, 2, 3, D, 25):SHOOT=[15.000]
( N, 2, 3, R, 25):CRAFT=[-10.000]
( N, 2, 3, D, 25):CRAFT=[-10.000]
( E, 2, 3, R, 25):SHOOT=[-7.500]
( E, 2, 3, D, 25):SHOOT=[35.000]
( S, 2, 3, R, 25):GATHER=[-10.000]
( S, 2, 3, D, 25):GATHER=[-10.000]
( W, 2, 3, R, 25):SHOOT=[2.500]
( W, 2, 3, D, 25):SHOOT=[2.500]
( C, 0, 0, R, 50):HIT=[-27.500]
( C, 0, 0, D, 50):HIT=[-5.000]
( N, 0, 0, R, 50):STAY=[-10.000]
( N, 0, 0, D, 50):STAY=[-10.000]
( E, 0, 0, R, 50):HIT=[-25.000]
( E, 0, 0, D, 50):HIT=[0.000]
( S, 0, 0, R, 50):GATHER=[-10.000]
( S, 0, 0, D, 50):GATHER=[-10.000]
( W, 0, 0, R, 50):STAY=[-10.000]
( W, 0, 0, D, 50):STAY=[-10.000]
( C, 1, 0, R, 50):HIT=[-27.500]
( C, 1, 0, D, 50):HIT=[-5.000]
( N, 1, 0, R, 50):CRAFT=[-10.000]
( N, 1, 0, D, 50):CRAFT=[-10.000]
( E, 1, 0, R, 50):HIT=[-25.000]
( E, 1, 0, D, 50):HIT=[0.000]
( S, 1, 0, R, 50):GATHER=[-10.000]
( S, 1, 0, D, 50):GATHER=[-10.000]
( W, 1, 0, R, 50):STAY=[-10.000]
( W, 1, 0, D, 50):STAY=[-10.000]
( C, 2, 0, R, 50):HIT=[-27.500]
( C, 2, 0, D, 50):HIT=[-5.000]
( N, 2, 0, R, 50):CRAFT=[-10.000]
( N, 2, 0, D, 50):CRAFT=[-10.000]
( E, 2, 0, R, 50):HIT=[-25.000]
( E, 2, 0, D, 50):HIT=[0.000]
( S, 2, 0, R, 50):GATHER=[-10.000]
( S, 2, 0, D, 50):GATHER=[-10.000]
( W, 2, 0, R, 50):STAY=[-10.000]
( W, 2, 0, D, 50):STAY=[-10.000]
( C, 0, 1, R, 50):HIT=[-27.500]
( C, 0, 1, D, 50):HIT=[-5.000]
( N, 0, 1, R, 50):STAY=[-10.000]
( N, 0, 1, D, 50):STAY=[-10.000]
( E, 0, 1, R, 50):HIT=[-25.000]
( E, 0, 1, D, 50):HIT=[0.000]
( S, 0, 1, R, 50):GATHER=[-10.000]
( S, 0, 1, D, 50):GATHER=[-10.000]
( W, 0, 1, R, 50):SHOOT=[-10.000]
( W, 0, 1, D, 50):SHOOT=[-10.000]
( C, 1, 1, R, 50):HIT=[-27.500]
( C, 1, 1, D, 50):HIT=[-5.000]
( N, 1, 1, R, 50):CRAFT=[-10.000]
( N, 1, 1, D, 50):CRAFT=[-10.000]
( E, 1, 1, R, 50):HIT=[-25.000]
( E, 1, 1, D, 50):HIT=[0.000]
( S, 1, 1, R, 50):GATHER=[-10.000]
( S, 1, 1, D, 50):GATHER=[-10.000]
( W, 1, 1, R, 50):SHOOT=[-10.000]
( W, 1, 1, D, 50):SHOOT=[-10.000]
( C, 2, 1, R, 50):HIT=[-27.500]
( C, 2, 1, D, 50):HIT=[-5.000]
( N, 2, 1, R, 50):CRAFT=[-10.000]
( N, 2, 1, D, 50):CRAFT=[-10.000]
( E, 2, 1, R, 50):HIT=[-25.000]
( E, 2, 1, D, 50):HIT=[0.000]
( S, 2, 1, R, 50):GATHER=[-10.000]
( S, 2, 1, D, 50):GATHER=[-10.000]
( W, 2, 1, R, 50):SHOOT=[-10.000]
( W, 2, 1, D, 50):SHOOT=[-10.000]
( C, 0, 2, R, 50):HIT=[-27.500]
( C, 0, 2, D, 50):HIT=[-5.000]
( N, 0, 2, R, 50):STAY=[-10.000]
( N, 0, 2, D, 50):STAY=[-10.000]
( E, 0, 2, R, 50):HIT=[-25.000]
( E, 0, 2, D, 50):HIT=[0.000]
( S, 0, 2, R, 50):GATHER=[-10.000]
( S, 0, 2, D, 50):GATHER=[-10.000]
( W, 0, 2, R, 50):SHOOT=[-10.000]
( W, 0, 2, D, 50):SHOOT=[-10.000]
( C, 1, 2, R, 50):HIT=[-27.500]
( C, 1, 2, D, 50):HIT=[-5.000]
( N, 1, 2, R, 50):CRAFT=[-10.000]
( N, 1, 2, D, 50):CRAFT=[-10.000]
( E, 1, 2, R, 50):HIT=[-25.000]
( E, 1, 2, D, 50):HIT=[0.000]
( S, 1, 2, R, 50):GATHER=[-10.000]
( S, 1, 2, D, 50):GATHER=[-10.000]
( W, 1, 2, R, 50):SHOOT=[-10.000]
( W, 1, 2, D, 50):SHOOT=[-10.000]
( C, 2, 2, R, 50):HIT=[-27.500]
( C, 2, 2, D, 50):HIT=[-5.000]
( N, 2, 2, R, 50):CRAFT=[-10.000]
( N, 2, 2, D, 50):CRAFT=[-10.000]
( E, 2, 2, R, 50):HIT=[-25.000]
( E, 2, 2, D, 50):HIT=[0.000]
( S, 2, 2, R, 50):GATHER=[-10.000]
( S, 2, 2, D, 50):GATHER=[-10.000]
( W, 2, 2, R, 50):SHOOT=[-10.000]
( W, 2, 2, D, 50):SHOOT=[-10.000]
( C, 0, 3, R, 50):HIT=[-27.500]
( C, 0, 3, D, 50):HIT=[-5.000]
( N, 0, 3, R, 50):STAY=[-10.000]
( N, 0, 3, D, 50):STAY=[-10.000]
( E, 0, 3, R, 50):HIT=[-25.000]
( E, 0, 3, D, 50):HIT=[0.000]
( S, 0, 3, R, 50):GATHER=[-10.000]
( S, 0, 3, D, 50):GATHER=[-10.000]
( W, 0, 3, R, 50):SHOOT=[-10.000]
( W, 0, 3, D, 50):SHOOT=[-10.000]
( C, 1, 3, R, 50):HIT=[-27.500]
( C, 1, 3, D, 50):HIT=[-5.000]
( N, 1, 3, R, 50):CRAFT=[-10.000]
( N, 1, 3, D, 50):CRAFT=[-10.000]
( E, 1, 3, R, 50):HIT=[-25.000]
( E, 1, 3, D, 50):HIT=[0.000]
( S, 1, 3, R, 50):GATHER=[-10.000]
( S, 1, 3, D, 50):GATHER=[-10.000]
( W, 1, 3, R, 50):SHOOT=[-10.000]
( W, 1, 3, D, 50):SHOOT=[-10.000]
( C, 2, 3, R, 50):HIT=[-27.500]
( C, 2, 3, D, 50):HIT=[-5.000]
( N, 2, 3, R, 50):CRAFT=[-10.000]
( N, 2, 3, D, 50):CRAFT=[-10.000]
( E, 2, 3, R, 50):HIT=[-25.000]
( E, 2, 3, D, 50):HIT=[0.000]
( S, 2, 3, R, 50):GATHER=[-10.000]
( S, 2, 3, D, 50):GATHER=[-10.000]
( W, 2, 3, R, 50):SHOOT=[-10.000]
( W, 2, 3, D, 50):SHOOT=[-10.000]
( C, 0, 0, R, 75):HIT=[-30.000]
( C, 0, 0, D, 75):STAY=[-10.000]
( N, 0, 0, R, 75):STAY=[-10.000]
( N, 0, 0, D, 75):STAY=[-10.000]
( E, 0, 0, R, 75):HIT=[-30.000]
( E, 0, 0, D, 75):STAY=[-10.000]
( S, 0, 0, R, 75):GATHER=[-10.000]
( S, 0, 0, D, 75):GATHER=[-10.000]
( W, 0, 0, R, 75):STAY=[-10.000]
( W, 0, 0, D, 75):STAY=[-10.000]
( C, 1, 0, R, 75):HIT=[-30.000]
( C, 1, 0, D, 75):STAY=[-10.000]
( N, 1, 0, R, 75):CRAFT=[-10.000]
( N, 1, 0, D, 75):CRAFT=[-10.000]
( E, 1, 0, R, 75):HIT=[-30.000]
( E, 1, 0, D, 75):STAY=[-10.000]
( S, 1, 0, R, 75):GATHER=[-10.000]
( S, 1, 0, D, 75):GATHER=[-10.000]
( W, 1, 0, R, 75):STAY=[-10.000]
( W, 1, 0, D, 75):STAY=[-10.000]
( C, 2, 0, R, 75):HIT=[-30.000]
( C, 2, 0, D, 75):STAY=[-10.000]
( N, 2, 0, R, 75):CRAFT=[-10.000]
( N, 2, 0, D, 75):CRAFT=[-10.000]
( E, 2, 0, R, 75):HIT=[-30.000]
( E, 2, 0, D, 75):STAY=[-10.000]
( S, 2, 0, R, 75):GATHER=[-10.000]
( S, 2, 0, D, 75):GATHER=[-10.000]
( W, 2, 0, R, 75):STAY=[-10.000]
( W, 2, 0, D, 75):STAY=[-10.000]
( C, 0, 1, R, 75):HIT=[-30.000]
( C, 0, 1, D, 75):SHOOT=[-10.000]
( N, 0, 1, R, 75):STAY=[-10.000]
( N, 0, 1, D, 75):STAY=[-10.000]
( E, 0, 1, R, 75):HIT=[-30.000]
( E, 0, 1, D, 75):STAY=[-10.000]
( S, 0, 1, R, 75):GATHER=[-10.000]
( S, 0, 1, D, 75):GATHER=[-10.000]
( W, 0, 1, R, 75):SHOOT=[-10.000]
( W, 0, 1, D, 75):SHOOT=[-10.000]
( C, 1, 1, R, 75):HIT=[-30.000]
( C, 1, 1, D, 75):SHOOT=[-10.000]
( N, 1, 1, R, 75):CRAFT=[-10.000]
( N, 1, 1, D, 75):CRAFT=[-10.000]
( E, 1, 1, R, 75):HIT=[-30.000]
( E, 1, 1, D, 75):STAY=[-10.000]
( S, 1, 1, R, 75):GATHER=[-10.000]
( S, 1, 1, D, 75):GATHER=[-10.000]
( W, 1, 1, R, 75):SHOOT=[-10.000]
( W, 1, 1, D, 75):SHOOT=[-10.000]
( C, 2, 1, R, 75):HIT=[-30.000]
( C, 2, 1, D, 75):SHOOT=[-10.000]
( N, 2, 1, R, 75):CRAFT=[-10.000]
( N, 2, 1, D, 75):CRAFT=[-10.000]
( E, 2, 1, R, 75):HIT=[-30.000]
( E, 2, 1, D, 75):STAY=[-10.000]
( S, 2, 1, R, 75):GATHER=[-10.000]
( S, 2, 1, D, 75):GATHER=[-10.000]
( W, 2, 1, R, 75):SHOOT=[-10.000]
( W, 2, 1, D, 75):SHOOT=[-10.000]
( C, 0, 2, R, 75):HIT=[-30.000]
( C, 0, 2, D, 75):SHOOT=[-10.000]
( N, 0, 2, R, 75):STAY=[-10.000]
( N, 0, 2, D, 75):STAY=[-10.000]
( E, 0, 2, R, 75):HIT=[-30.000]
( E, 0, 2, D, 75):STAY=[-10.000]
( S, 0, 2, R, 75):GATHER=[-10.000]
( S, 0, 2, D, 75):GATHER=[-10.000]
( W, 0, 2, R, 75):SHOOT=[-10.000]
( W, 0, 2, D, 75):SHOOT=[-10.000]
( C, 1, 2, R, 75):HIT=[-30.000]
( C, 1, 2, D, 75):SHOOT=[-10.000]
( N, 1, 2, R, 75):CRAFT=[-10.000]
( N, 1, 2, D, 75):CRAFT=[-10.000]
( E, 1, 2, R, 75):HIT=[-30.000]
( E, 1, 2, D, 75):STAY=[-10.000]
( S, 1, 2, R, 75):GATHER=[-10.000]
( S, 1, 2, D, 75):GATHER=[-10.000]
( W, 1, 2, R, 75):SHOOT=[-10.000]
( W, 1, 2, D, 75):SHOOT=[-10.000]
( C, 2, 2, R, 75):HIT=[-30.000]
( C, 2, 2, D, 75):SHOOT=[-10.000]
( N, 2, 2, R, 75):CRAFT=[-10.000]
( N, 2, 2, D, 75):CRAFT=[-10.000]
( E, 2, 2, R, 75):HIT=[-30.000]
( E, 2, 2, D, 75):STAY=[-10.000]
( S, 2, 2, R, 75):GATHER=[-10.000]
( S, 2, 2, D, 75):GATHER=[-10.000]
( W, 2, 2, R, 75):SHOOT=[-10.000]
( W, 2, 2, D, 75):SHOOT=[-10.000]
( C, 0, 3, R, 75):HIT=[-30.000]
( C, 0, 3, D, 75):SHOOT=[-10.000]
( N, 0, 3, R, 75):STAY=[-10.000]
( N, 0, 3, D, 75):STAY=[-10.000]
( E, 0, 3, R, 75):HIT=[-30.000]
( E, 0, 3, D, 75):STAY=[-10.000]
( S, 0, 3, R, 75):GATHER=[-10.000]
( S, 0, 3, D, 75):GATHER=[-10.000]
( W, 0, 3, R, 75):SHOOT=[-10.000]
( W, 0, 3, D, 75):SHOOT=[-10.000]
( C, 1, 3, R, 75):HIT=[-30.000]
( C, 1, 3, D, 75):SHOOT=[-10.000]
( N, 1, 3, R, 75):CRAFT=[-10.000]
( N, 1, 3, D, 75):CRAFT=[-10.000]
( E, 1, 3, R, 75):HIT=[-30.000]
( E, 1, 3, D, 75):STAY=[-10.000]
( S, 1, 3, R, 75):GATHER=[-10.000]
( S, 1, 3, D, 75):GATHER=[-10.000]
( W, 1, 3, R, 75):SHOOT=[-10.000]
( W, 1, 3, D, 75):SHOOT=[-10.000]
( C, 2, 3, R, 75):HIT=[-30.000]
( C, 2, 3, D, 75):SHOOT=[-10.000]
( N, 2, 3, R, 75):CRAFT=[-10.000]
( N, 2, 3, D, 75):CRAFT=[-10.000]
( E, 2, 3, R, 75):HIT=[-30.000]
( E, 2, 3, D, 75):STAY=[-10.000]
( S, 2, 3, R, 75):GATHER=[-10.000]
( S, 2, 3, D, 75):GATHER=[-10.000]
( W, 2, 3, R, 75):SHOOT=[-10.000]
( W, 2, 3, D, 75):SHOOT=[-10.000]
( C, 0, 0, R, 100):HIT=[-30.000]
( C, 0, 0, D, 100):STAY=[-10.000]
( N, 0, 0, R, 100):STAY=[-10.000]
( N, 0, 0, D, 100):STAY=[-10.000]
( E, 0, 0, R, 100):HIT=[-30.000]
( E, 0, 0, D, 100):STAY=[-10.000]
( S, 0, 0, R, 100):GATHER=[-10.000]
( S, 0, 0, D, 100):GATHER=[-10.000]
( W, 0, 0, R, 100):STAY=[-10.000]
( W, 0, 0, D, 100):STAY=[-10.000]
( C, 1, 0, R, 100):HIT=[-30.000]
( C, 1, 0, D, 100):STAY=[-10.000]
( N, 1, 0, R, 100):CRAFT=[-10.000]
( N, 1, 0, D, 100):CRAFT=[-10.000]
( E, 1, 0, R, 100):HIT=[-30.000]
( E, 1, 0, D, 100):STAY=[-10.000]
( S, 1, 0, R, 100):GATHER=[-10.000]
( S, 1, 0, D, 100):GATHER=[-10.000]
( W, 1, 0, R, 100):STAY=[-10.000]
( W, 1, 0, D, 100):STAY=[-10.000]
( C, 2, 0, R, 100):HIT=[-30.000]
( C, 2, 0, D, 100):STAY=[-10.000]
( N, 2, 0, R, 100):CRAFT=[-10.000]
( N, 2, 0, D, 100):CRAFT=[-10.000]
( E, 2, 0, R, 100):HIT=[-30.000]
( E, 2, 0, D, 100):STAY=[-10.000]
( S, 2, 0, R, 100):GATHER=[-10.000]
( S, 2, 0, D, 100):GATHER=[-10.000]
( W, 2, 0, R, 100):STAY=[-10.000]
( W, 2, 0, D, 100):STAY=[-10.000]
( C, 0, 1, R, 100):HIT=[-30.000]
( C, 0, 1, D, 100):SHOOT=[-10.000]
( N, 0, 1, R, 100):STAY=[-10.000]
( N, 0, 1, D, 100):STAY=[-10.000]
( E, 0, 1, R, 100):HIT=[-30.000]
( E, 0, 1, D, 100):STAY=[-10.000]
( S, 0, 1, R, 100):GATHER=[-10.000]
( S, 0, 1, D, 100):GATHER=[-10.000]
( W, 0, 1, R, 100):SHOOT=[-10.000]
( W, 0, 1, D, 100):SHOOT=[-10.000]
( C, 1, 1, R, 100):HIT=[-30.000]
( C, 1, 1, D, 100):SHOOT=[-10.000]
( N, 1, 1, R, 100):CRAFT=[-10.000]
( N, 1, 1, D, 100):CRAFT=[-10.000]
( E, 1, 1, R, 100):HIT=[-30.000]
( E, 1, 1, D, 100):STAY=[-10.000]
( S, 1, 1, R, 100):GATHER=[-10.000]
( S, 1, 1, D, 100):GATHER=[-10.000]
( W, 1, 1, R, 100):SHOOT=[-10.000]
( W, 1, 1, D, 100):SHOOT=[-10.000]
( C, 2, 1, R, 100):HIT=[-30.000]
( C, 2, 1, D, 100):SHOOT=[-10.000]
( N, 2, 1, R, 100):CRAFT=[-10.000]
( N, 2, 1, D, 100):CRAFT=[-10.000]
( E, 2, 1, R, 100):HIT=[-30.000]
( E, 2, 1, D, 100):STAY=[-10.000]
( S, 2, 1, R, 100):GATHER=[-10.000]
( S, 2, 1, D, 100):GATHER=[-10.000]
( W, 2, 1, R, 100):SHOOT=[-10.000]
( W, 2, 1, D, 100):SHOOT=[-10.000]
( C, 0, 2, R, 100):HIT=[-30.000]
( C, 0, 2, D, 100):SHOOT=[-10.000]
( N, 0, 2, R, 100):STAY=[-10.000]
( N, 0, 2, D, 100):STAY=[-10.000]
( E, 0, 2, R, 100):HIT=[-30.000]
( E, 0, 2, D, 100):STAY=[-10.000]
( S, 0, 2, R, 100):GATHER=[-10.000]
( S, 0, 2, D, 100):GATHER=[-10.000]
( W, 0, 2, R, 100):SHOOT=[-10.000]
